rule_id,stratum,neighborhood,left,center,right,output,active_inputs,asym_sensitive,non_quiescent_output,differs_from_dominant_output
q3g3_s8_00036,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00036,S8_self_only_control,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s8_00036,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00036,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s8_00036,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s8_00036,S8_self_only_control,"(0,1,2)",0,1,2,2,2,1,1,1
q3g3_s8_00036,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s8_00036,S8_self_only_control,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s8_00036,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s8_00036,S8_self_only_control,"(1,0,0)",1,0,0,1,1,1,1,0
q3g3_s8_00036,S8_self_only_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s8_00036,S8_self_only_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s8_00036,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s8_00036,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s8_00036,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s8_00036,S8_self_only_control,"(1,2,0)",1,2,0,1,2,1,1,0
q3g3_s8_00036,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s8_00036,S8_self_only_control,"(1,2,2)",1,2,2,2,3,1,1,1
q3g3_s8_00036,S8_self_only_control,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s8_00036,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00036,S8_self_only_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s8_00036,S8_self_only_control,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s8_00036,S8_self_only_control,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s8_00036,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s8_00036,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,1
q3g3_s8_00036,S8_self_only_control,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s8_00036,S8_self_only_control,"(2,2,2)",2,2,2,0,3,0,0,1
q3g3_s8_00048,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00048,S8_self_only_control,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s8_00048,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00048,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,1
q3g3_s8_00048,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,1
q3g3_s8_00048,S8_self_only_control,"(0,1,2)",0,1,2,1,2,1,1,1
q3g3_s8_00048,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,0
q3g3_s8_00048,S8_self_only_control,"(0,2,1)",0,2,1,2,2,1,1,0
q3g3_s8_00048,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,0
q3g3_s8_00048,S8_self_only_control,"(1,0,0)",1,0,0,2,1,1,1,0
q3g3_s8_00048,S8_self_only_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s8_00048,S8_self_only_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s8_00048,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,1
q3g3_s8_00048,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,1
q3g3_s8_00048,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,1
q3g3_s8_00048,S8_self_only_control,"(1,2,0)",1,2,0,2,2,1,1,0
q3g3_s8_00048,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,0
q3g3_s8_00048,S8_self_only_control,"(1,2,2)",1,2,2,0,3,1,0,1
q3g3_s8_00048,S8_self_only_control,"(2,0,0)",2,0,0,2,1,1,1,0
q3g3_s8_00048,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00048,S8_self_only_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s8_00048,S8_self_only_control,"(2,1,0)",2,1,0,1,2,1,1,1
q3g3_s8_00048,S8_self_only_control,"(2,1,1)",2,1,1,1,3,1,1,1
q3g3_s8_00048,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,1
q3g3_s8_00048,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,0
q3g3_s8_00048,S8_self_only_control,"(2,2,1)",2,2,1,2,3,1,1,0
q3g3_s8_00048,S8_self_only_control,"(2,2,2)",2,2,2,2,3,0,1,0
q3g3_s8_00063,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00063,S8_self_only_control,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s8_00063,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00063,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,1
q3g3_s8_00063,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,1
q3g3_s8_00063,S8_self_only_control,"(0,1,2)",0,1,2,2,2,1,1,0
q3g3_s8_00063,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,0
q3g3_s8_00063,S8_self_only_control,"(0,2,1)",0,2,1,2,2,1,1,0
q3g3_s8_00063,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,0
q3g3_s8_00063,S8_self_only_control,"(1,0,0)",1,0,0,1,1,1,1,1
q3g3_s8_00063,S8_self_only_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s8_00063,S8_self_only_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s8_00063,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,1
q3g3_s8_00063,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,1
q3g3_s8_00063,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,1
q3g3_s8_00063,S8_self_only_control,"(1,2,0)",1,2,0,2,2,1,1,0
q3g3_s8_00063,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,0
q3g3_s8_00063,S8_self_only_control,"(1,2,2)",1,2,2,2,3,1,1,0
q3g3_s8_00063,S8_self_only_control,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s8_00063,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00063,S8_self_only_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s8_00063,S8_self_only_control,"(2,1,0)",2,1,0,0,2,1,0,1
q3g3_s8_00063,S8_self_only_control,"(2,1,1)",2,1,1,1,3,1,1,1
q3g3_s8_00063,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,1
q3g3_s8_00063,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,0
q3g3_s8_00063,S8_self_only_control,"(2,2,1)",2,2,1,2,3,1,1,0
q3g3_s8_00063,S8_self_only_control,"(2,2,2)",2,2,2,2,3,0,1,0
q3g3_s8_00070,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00070,S8_self_only_control,"(0,0,1)",0,0,1,1,1,1,1,0
q3g3_s8_00070,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00070,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s8_00070,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s8_00070,S8_self_only_control,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s8_00070,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s8_00070,S8_self_only_control,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s8_00070,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s8_00070,S8_self_only_control,"(1,0,0)",1,0,0,0,1,1,0,1
q3g3_s8_00070,S8_self_only_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s8_00070,S8_self_only_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s8_00070,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s8_00070,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s8_00070,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s8_00070,S8_self_only_control,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s8_00070,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s8_00070,S8_self_only_control,"(1,2,2)",1,2,2,0,3,1,0,1
q3g3_s8_00070,S8_self_only_control,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s8_00070,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00070,S8_self_only_control,"(2,0,2)",2,0,2,1,2,0,1,0
q3g3_s8_00070,S8_self_only_control,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s8_00070,S8_self_only_control,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s8_00070,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s8_00070,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,1
q3g3_s8_00070,S8_self_only_control,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s8_00070,S8_self_only_control,"(2,2,2)",2,2,2,1,3,0,1,0
q3g3_s8_00077,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00077,S8_self_only_control,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s8_00077,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00077,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s8_00077,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s8_00077,S8_self_only_control,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s8_00077,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s8_00077,S8_self_only_control,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s8_00077,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s8_00077,S8_self_only_control,"(1,0,0)",1,0,0,1,1,1,1,0
q3g3_s8_00077,S8_self_only_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s8_00077,S8_self_only_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s8_00077,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s8_00077,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s8_00077,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s8_00077,S8_self_only_control,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s8_00077,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s8_00077,S8_self_only_control,"(1,2,2)",1,2,2,2,3,1,1,1
q3g3_s8_00077,S8_self_only_control,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s8_00077,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00077,S8_self_only_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s8_00077,S8_self_only_control,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s8_00077,S8_self_only_control,"(2,1,1)",2,1,1,0,3,1,0,1
q3g3_s8_00077,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s8_00077,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,1
q3g3_s8_00077,S8_self_only_control,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s8_00077,S8_self_only_control,"(2,2,2)",2,2,2,1,3,0,1,0
q3g3_s8_00102,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00102,S8_self_only_control,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s8_00102,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00102,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s8_00102,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s8_00102,S8_self_only_control,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s8_00102,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s8_00102,S8_self_only_control,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s8_00102,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s8_00102,S8_self_only_control,"(1,0,0)",1,0,0,1,1,1,1,0
q3g3_s8_00102,S8_self_only_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s8_00102,S8_self_only_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s8_00102,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s8_00102,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s8_00102,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s8_00102,S8_self_only_control,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s8_00102,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s8_00102,S8_self_only_control,"(1,2,2)",1,2,2,2,3,1,1,1
q3g3_s8_00102,S8_self_only_control,"(2,0,0)",2,0,0,2,1,1,1,1
q3g3_s8_00102,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00102,S8_self_only_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s8_00102,S8_self_only_control,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s8_00102,S8_self_only_control,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s8_00102,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s8_00102,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,1
q3g3_s8_00102,S8_self_only_control,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s8_00102,S8_self_only_control,"(2,2,2)",2,2,2,2,3,0,1,1
q3g3_s8_00113,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00113,S8_self_only_control,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s8_00113,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00113,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s8_00113,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s8_00113,S8_self_only_control,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s8_00113,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s8_00113,S8_self_only_control,"(0,2,1)",0,2,1,1,2,1,1,0
q3g3_s8_00113,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s8_00113,S8_self_only_control,"(1,0,0)",1,0,0,1,1,1,1,0
q3g3_s8_00113,S8_self_only_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s8_00113,S8_self_only_control,"(1,0,2)",1,0,2,2,2,1,1,1
q3g3_s8_00113,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s8_00113,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s8_00113,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s8_00113,S8_self_only_control,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s8_00113,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s8_00113,S8_self_only_control,"(1,2,2)",1,2,2,2,3,1,1,1
q3g3_s8_00113,S8_self_only_control,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s8_00113,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00113,S8_self_only_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s8_00113,S8_self_only_control,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s8_00113,S8_self_only_control,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s8_00113,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s8_00113,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,1
q3g3_s8_00113,S8_self_only_control,"(2,2,1)",2,2,1,1,3,1,1,0
q3g3_s8_00113,S8_self_only_control,"(2,2,2)",2,2,2,2,3,0,1,1
q3r1_s1_0002,S1_random_unbiased,"(0,0,0)",0,0,0,1,0,0,1,1
q3r1_s1_0002,S1_random_unbiased,"(0,0,1)",0,0,1,2,1,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(0,0,2)",0,0,2,1,1,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(0,1,1)",0,1,1,2,2,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(0,1,2)",0,1,2,2,2,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(0,2,0)",0,2,0,2,1,0,1,1
q3r1_s1_0002,S1_random_unbiased,"(0,2,1)",0,2,1,0,2,1,0,0
q3r1_s1_0002,S1_random_unbiased,"(0,2,2)",0,2,2,0,2,1,0,0
q3r1_s1_0002,S1_random_unbiased,"(1,0,0)",1,0,0,2,1,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(1,0,1)",1,0,1,0,2,0,0,0
q3r1_s1_0002,S1_random_unbiased,"(1,0,2)",1,0,2,0,2,1,0,0
q3r1_s1_0002,S1_random_unbiased,"(1,1,0)",1,1,0,0,2,1,0,0
q3r1_s1_0002,S1_random_unbiased,"(1,1,1)",1,1,1,0,3,0,0,0
q3r1_s1_0002,S1_random_unbiased,"(1,1,2)",1,1,2,1,3,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(1,2,0)",1,2,0,1,2,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(1,2,1)",1,2,1,0,3,0,0,0
q3r1_s1_0002,S1_random_unbiased,"(1,2,2)",1,2,2,1,3,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(2,0,0)",2,0,0,1,1,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(2,0,1)",2,0,1,2,2,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(2,0,2)",2,0,2,1,2,0,1,1
q3r1_s1_0002,S1_random_unbiased,"(2,1,0)",2,1,0,0,2,1,0,0
q3r1_s1_0002,S1_random_unbiased,"(2,1,1)",2,1,1,1,3,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(2,1,2)",2,1,2,0,3,0,0,0
q3r1_s1_0002,S1_random_unbiased,"(2,2,0)",2,2,0,1,2,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(2,2,1)",2,2,1,2,3,1,1,1
q3r1_s1_0002,S1_random_unbiased,"(2,2,2)",2,2,2,2,3,0,1,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,0,1)",0,0,1,1,1,1,1,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,0,2)",0,0,2,1,1,1,1,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,1,0)",0,1,0,1,1,0,1,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,1,1)",0,1,1,2,2,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,1,2)",0,1,2,2,2,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,2,0)",0,2,0,0,1,0,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,2,1)",0,2,1,2,2,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(0,2,2)",0,2,2,0,2,1,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,0,0)",1,0,0,0,1,1,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,0,1)",1,0,1,0,2,0,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,0,2)",1,0,2,2,2,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,1,0)",1,1,0,2,2,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,1,1)",1,1,1,2,3,0,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,1,2)",1,1,2,2,3,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,2,0)",1,2,0,0,2,1,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,2,1)",1,2,1,0,3,0,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(1,2,2)",1,2,2,2,3,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,0,0)",2,0,0,2,1,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,0,1)",2,0,1,2,2,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,0,2)",2,0,2,1,2,0,1,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,1,0)",2,1,0,2,2,1,1,0
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,1,1)",2,1,1,1,3,1,1,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,1,2)",2,1,2,1,3,0,1,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,2,0)",2,2,0,0,2,1,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,2,1)",2,2,1,0,3,1,0,1
q3r1_s5_0016,S5_asymmetric_neighbor_dependent,"(2,2,2)",2,2,2,1,3,0,1,1
